X,Y,Z
20,11,91
69,60,70
76,28,52
87,71,47
94,25,13
79,33,75
77,80,100
12,76,37
67,87,89
35,4,63
96,98,46
1,20,28
62,20,63
43,49,48
10,3,23
67,63,98
5,38,83
64,32,86
52,4,96
3,30,19
38,59,13
25,95,88
45,87,23
76,39,1
5,18,85
97,48,10
14,56,91
69,44,45
47,31,30
33,93,34
76,36,89
22,86,71
34,20,70
27,2,1
1,1,87
77,46,24
20,85,57
21,67,48
17,14,42
51,16,3
24,74,20
46,58,24
45,76,56
41,91,25
82,22,4
4,72,31
20,81,10
74,46,93
70,3,54
75,62,56
45,13,26
75,65,76
19,100,21
24,11,9
39,46,4
58,75,25
30,37,25
41,51,13
26,19,65
32,92,20
98,23,59
1,11,23
64,72,42
91,18,68
97,26,95
25,12,89
68,24,69
93,98,70
88,33,65
37,63,47
38,88,60
78,79,98
64,97,87
22,91,33
13,95,28
99,26,9
53,74,16
68,12,93
77,24,95
8,100,3
92,41,66
24,9,24
88,15,18
28,58,51
63,88,30
8,40,16
82,44,16
67,5,43
47,79,12
34,51,43
31,42,42
22,36,64
16,99,96
52,24,70
28,52,7
75,46,23
70,97,20
50,74,52
57,34,36
38,41,92
94,25,66
91,96,34
71,33,99
10,96,62
28,40,82
77,50,90
12,54,62
14,16,12
2,52,75
37,32,57
58,20,58
71,20,37
5,53,67
35,52,8
57,31,29
80,15,16
82,9,28
55,36,58
26,35,94
14,94,54
74,15,21
63,83,93
91,91,18
92,68,14
61,44,73
45,19,32
77,50,54
60,72,13
68,29,95
1,6,48
28,91,32
37,99,68
9,28,8
27,28,91
36,53,43
58,30,77
64,24,26
7,61,63
95,84,61
99,4,8
36,43,19
88,82,52
37,79,20
26,2,46
49,85,40
97,100,75
96,8,31
31,70,76
85,96,29
28,72,48
80,63,78
37,17,13
99,62,17
77,21,79
10,70,54
37,100,27
16,52,81
56,94,68
26,75,97
6,89,32
18,90,46
4,50,37
4,73,75
96,47,21
13,86,6
44,84,20
99,78,21
11,44,95
79,98,14
75,93,24
22,37,59
97,84,32
78,69,32
59,74,98
97,20,45
74,24,17
61,21,100
84,68,99
50,62,22
39,32,44
24,69,87
6,67,62
46,29,62
80,84,63
62,18,43
26,5,42
5,36,17
2,60,51
54,20,47
60,24,16
71,18,24
19,81,6
19,60,53
37,17,10
4,86,87
96,16,54
92,64,4
99,18,97
47,26,98
5,95,18
36,99,13
89,76,46
83,49,30
60,17,26
71,32,46
57,97,97
59,64,47
51,13,57
57,95,100
58,39,22
99,81,30
83,41,75
89,71,22
46,40,49
79,95,47
7,51,2
38,41,67
15,2,80
47,2,60
86,23,78
80,50,86
10,38,17
12,55,68
60,16,68
98,30,20
4,29,84
43,2,17
78,3,11
68,79,15
37,73,16
57,68,91
43,54,46
73,27,32
38,29,43
43,70,12
30,40,62
95,82,98
89,18,68
38,95,24
94,97,65
39,74,76
80,77,28
97,30,89
14,4,46
6,42,62
62,43,74
87,98,84
94,65,82
36,56,57
67,34,12
60,4,41
45,91,21
67,45,64
8,24,16
74,39,62
7,10,22
67,71,79
9,20,12
17,23,40
69,76,45
77,91,63
62,11,52
32,52,86
11,17,77
91,21,80
20,64,75
25,97,4
40,30,79
86,76,99
54,93,79
40,89,33
93,30,12
95,86,65
33,82,55
33,87,97
95,32,54
35,12,15
98,41,43
60,36,10
73,2,62
3,52,24
26,93,13
64,20,14
32,73,77
51,61,51
88,60,18
80,14,44
51,7,42
76,90,36
80,47,57
93,44,71
68,66,27
12,17,46
83,87,67
97,69,6
63,86,44
65,62,5
61,53,35
23,23,88
80,86,18
9,98,57
73,87,7
94,77,100
61,89,2
24,5,12
4,55,80
59,55,33
46,30,72
87,22,64
10,57,82
65,34,70
31,50,14
64,99,60
64,60,96
70,70,95
97,50,18
19,43,44
87,76,36
48,64,45
98,32,80
71,35,6
47,74,22
37,24,86
6,4,42
87,2,11
17,84,47
35,42,55
56,33,35
21,71,80
30,77,77
7,87,7
16,51,64
94,17,75
62,33,89
81,45,27
6,33,34
63,7,84
93,48,15
6,52,17
83,31,94
21,60,32
66,25,75
26,23,48
15,35,66
15,60,47
90,78,4
28,75,52
20,22,2
52,21,13
42,41,57
72,23,25
98,22,100
5,74,79
9,92,98
45,79,69
44,94,97
20,94,90
9,5,64
78,20,95
94,75,100
80,1,82
37,84,43
80,8,55
42,1,10
15,74,68
1,17,19
41,27,24
80,12,3
95,58,71
11,1,40
85,74,97
62,21,11
5,88,34
99,7,41
62,74,67
13,86,80
50,93,64
34,57,29
82,96,62
95,69,26
68,87,47
26,24,94
52,71,32
19,48,95
7,14,94
48,48,88
6,79,65
41,91,63
24,69,60
97,64,16
78,59,79
90,49,85
24,96,44
50,5,66
34,30,39
54,5,92
63,29,44
76,30,56
45,13,5
99,42,45
42,5,99
66,96,59
37,86,20
100,41,80
93,62,84
45,17,7
54,15,90
50,62,52
83,40,60
17,29,27
71,16,4
61,4,80
24,48,67
62,20,81
33,70,46
29,74,56
32,45,97
75,75,67
57,25,35
37,33,38
45,23,89
31,8,95
8,97,65
69,47,54
5,62,64
29,91,13
96,30,79
53,96,14
17,81,30
5,51,23
35,76,61
61,98,26
85,24,74
1,68,87
91,37,36
60,82,49
11,58,54
86,71,92
1,13,46
58,76,8
84,78,26
1,44,64
19,21,99
92,55,86
13,48,58
35,91,25
74,99,78
66,99,54
40,12,41
66,3,62
27,87,49
67,42,16
34,75,50
43,4,65
12,73,65
71,94,79
53,89,38
64,95,78
58,75,73
92,12,52
52,93,70
42,41,59
59,66,69
88,20,41
46,23,15
31,26,5
97,30,26
34,33,68
84,53,11
75,88,74
99,23,78
94,55,49
34,16,63
27,30,98
47,53,16
6,11,1
86,69,78
97,20,57
17,78,91
40,60,25
22,43,55
21,11,43
15,6,51
100,33,88
13,39,12
55,3,5
48,5,97
24,35,54
2,76,73
63,93,89
38,98,45
79,86,40
93,56,10
96,98,66
85,5,89
58,46,83
75,91,34
63,7,48
82,61,5
44,69,6
14,81,74
35,52,34
26,26,100
50,90,66
89,17,51
5,4,100
51,1,85
68,65,93
54,17,8
38,94,98
89,93,61
24,85,3
61,9,15
76,55,27
20,17,70
59,75,1
64,85,3
67,14,4
95,13,14
60,13,62
68,96,6
92,14,95
13,94,98
75,5,81
32,81,10
29,35,22
65,90,15
5,59,62
84,25,70
79,95,16
33,10,67
98,21,63
3,47,16
76,29,2
35,18,84
89,44,91
42,18,8
65,75,68
96,71,45
56,79,46
81,90,57
84,1,21
11,74,94
55,62,75
62,65,58
47,18,86
6,99,64
97,4,35
15,14,8
26,98,92
20,78,86
79,89,48
96,12,17
50,63,90
44,88,52
69,86,64
85,34,19
60,90,97
67,50,48
89,76,45
96,8,21
97,27,47
11,51,61
56,21,80
53,62,4
61,98,21
12,18,31
65,15,36
49,36,44
20,32,35
83,92,41
48,94,86
18,70,41
62,96,38
90,33,91
14,44,65
52,93,54
18,83,2
43,52,23
44,64,44
29,76,54
70,17,49
32,23,96
76,66,85
13,4,73
89,33,100
65,57,4
32,65,72
73,59,87
26,33,26
83,84,63
62,23,56
100,2,91
90,26,22
19,65,17
7,79,46
39,5,18
75,9,32
82,90,78
28,21,49
45,7,80
51,59,77
55,28,89
71,50,67
55,64,55
73,35,86
37,45,75
83,70,100
57,49,32
13,53,85
59,83,87
21,67,3
52,93,16
56,62,66
49,2,55
28,57,65
1,79,53
71,100,95
7,88,71
73,37,61
40,30,5
96,3,27
12,80,28
38,55,90
64,93,40
77,66,86
59,21,46
81,89,30
5,80,47
17,20,57
30,14,100
88,63,79
14,33,82
96,23,99
20,51,94
53,47,68
80,38,31
26,20,48
55,34,43
45,41,19
21,62,81
42,74,84
73,37,29
50,98,80
98,57,5
14,21,80
28,22,67
20,100,76
3,62,12
96,89,71
37,3,49
93,82,19
25,59,82
49,97,84
52,75,29
91,68,35
67,47,29
69,44,80
86,82,76
47,89,83
19,25,73
79,73,44
20,21,40
76,26,45
21,94,74
93,30,64
3,92,70
46,18,49
89,69,19
97,45,50
67,82,34
34,94,40
99,33,29
41,52,9
